threshold,fpr,tpr
inf,0.0,0.0
0.5492011279568131,0.08878459609759233,0.5616504854368932
0.38039579407011487,0.18026937542190363,0.8263754045307443
0.17234518639758284,0.2704362081712688,0.9189320388349514
0.15319361614760782,0.36272461345591306,1.0
1.0115428470046984e-07,0.3633675142241795,1.0
1.0115428088599231e-07,0.4323829116975795,1.0
1.0115427601625384e-07,0.6925969976534122,1.0
1.011542710287109e-07,0.6938506541515317,1.0
1.0115427102871052e-07,0.6960686618020508,1.0
1.0115427102871017e-07,0.9598187019833488,1.0
1.0115426281207474e-07,0.9632903661319875,1.0
1.0115425688988114e-07,1.0,1.0
