bin_left,bin_right,midpoint,count_benign,count_attack,count_total
3.367133177431626e-08,0.016666696601489846,0.00833336513641081,31006,0,31006
0.016666696601489846,0.03333335953164791,0.02500002806656888,0,0,0
0.03333335953164791,0.05000002246180598,0.04166669099672694,0,0,0
0.05000002246180598,0.06666668539196406,0.05833335392688502,0,0,0
0.06666668539196406,0.08333334832212214,0.0750000168570431,0,0,0
0.08333334832212214,0.1000000112522802,0.09166667978720117,0,0,0
0.1000000112522802,0.11666667418243827,0.10833334271735923,0,0,0
0.11666667418243827,0.13333333711259635,0.12500000564751731,0,0,0
0.13333333711259635,0.1500000000427544,0.14166666857767538,0,0,0
0.1500000000427544,0.1666666629729125,0.15833333150783346,0,0,0
0.1666666629729125,0.18333332590307055,0.17499999443799152,0,0,0
0.18333332590307055,0.19999998883322861,0.19166665736814958,0,0,0
0.19999998883322861,0.2166666517633867,0.20833332029830764,0,0,0
0.2166666517633867,0.23333331469354476,0.22499998322846573,0,0,0
0.23333331469354476,0.24999997762370285,0.24166664615862382,0,0,0
0.24999997762370285,0.2666666405538609,0.2583333090887819,0,0,0
0.2666666405538609,0.283333303484019,0.27499997201893994,0,0,0
0.283333303484019,0.29999996641417703,0.291666634949098,0,0,0
0.29999996641417703,0.31666662934433515,0.3083332978792561,0,0,0
0.31666662934433515,0.3333332922744932,0.3249999608094142,0,0,0
0.3333332922744932,0.34999995520465127,0.34166662373957224,0,0,0
0.34999995520465127,0.36666661813480933,0.3583332866697303,0,0,0
0.36666661813480933,0.3833332810649674,0.37499994959988836,0,0,0
0.3833332810649674,0.39999994399512545,0.3916666125300464,0,0,0
0.39999994399512545,0.41666660692528357,0.4083332754602045,0,0,0
0.41666660692528357,0.4333332698554416,0.4249999383903626,0,0,0
0.4333332698554416,0.4499999327855997,0.44166660132052066,0,0,0
0.4499999327855997,0.46666659571575775,0.4583332642506787,0,0,0
0.46666659571575775,0.4833332586459158,0.4749999271808368,0,0,0
0.4833332586459158,0.4999999215760739,0.4916665901109949,0,0,0
0.4999999215760739,0.5166665845062319,0.508333253041153,0,0,0
0.5166665845062319,0.53333324743639,0.524999915971311,0,0,0
0.53333324743639,0.549999910366548,0.541666578901469,0,0,0
0.549999910366548,0.5666665732967061,0.5583332418316271,0,0,0
0.5666665732967061,0.5833332362268642,0.5749999047617851,0,2,2
0.5833332362268642,0.5999998991570222,0.5916665676919433,0,0,0
0.5999998991570222,0.6166665620871803,0.6083332306221012,0,0,0
0.6166665620871803,0.6333332250173385,0.6249998935522594,0,1,1
0.6333332250173385,0.6499998879474965,0.6416665564824175,0,0,0
0.6499998879474965,0.6666665508776546,0.6583332194125755,0,0,0
0.6666665508776546,0.6833332138078126,0.6749998823427337,0,0,0
0.6833332138078126,0.6999998767379707,0.6916665452728916,0,1,1
0.6999998767379707,0.7166665396681288,0.7083332082030498,0,0,0
0.7166665396681288,0.7333332025982868,0.7249998711332077,0,15,15
0.7333332025982868,0.7499998655284449,0.7416665340633659,0,7,7
0.7499998655284449,0.766666528458603,0.7583331969935239,0,8,8
0.766666528458603,0.783333191388761,0.774999859923682,0,3,3
0.783333191388761,0.7999998543189191,0.79166652285384,0,0,0
0.7999998543189191,0.8166665172490772,0.8083331857839982,90,11,101
0.8166665172490772,0.8333331801792353,0.8249998487141563,0,83,83
0.8333331801792353,0.8499998431093934,0.8416665116443143,12,4288,4300
0.8499998431093934,0.8666665060395514,0.8583331745744724,1,55,56
0.8666665060395514,0.8833331689697095,0.8749998375046304,0,149,149
0.8833331689697095,0.8999998318998675,0.8916665004347886,0,227,227
0.8999998318998675,0.9166664948300256,0.9083331633649465,0,81,81
0.9166664948300256,0.9333331577601837,0.9249998262951047,0,663,663
0.9333331577601837,0.9499998206903417,0.9416664892252626,0,0,0
0.9499998206903417,0.9666664836204998,0.9583331521554208,0,0,0
0.9666664836204998,0.983333146550658,0.9749998150855789,0,0,0
0.983333146550658,0.9999998094808159,0.9916664780157369,0,586,586
