threshold,fpr,tpr
inf,0.0,0.0
0.24473297610388345,0.0,0.007605177993527508
0.24406144419560516,3.21450384133209e-05,0.02411003236245955
0.2433905178132244,3.21450384133209e-05,0.024271844660194174
0.2423852624064542,3.21450384133209e-05,0.02766990291262136
0.241381366363852,3.21450384133209e-05,0.027831715210355986
0.2408799275295761,3.21450384133209e-05,0.029611650485436892
0.23954441475787336,3.21450384133209e-05,0.03058252427184466
0.23787840869082666,0.0014465267285994406,0.0313915857605178
0.23333077455886198,0.0029251984956122023,0.0313915857605178
0.22923002452302832,0.0029251984956122023,0.03220064724919094
0.22826992110848499,0.004178854993731718,0.032362459546925564
0.22540941055821395,0.004178854993731718,0.03284789644012945
0.22524582858761955,0.004178854993731718,0.03333333333333333
0.22517717938970272,0.004178854993731718,0.03365695792880259
0.22369677886536732,0.004178854993731718,0.03398058252427184
0.21977581077878428,0.004178854993731718,0.03576051779935275
0.21965226353448264,0.004178854993731718,0.03996763754045307
0.21952490680214287,0.004178854993731718,0.04029126213592233
0.2193719518409909,0.004178854993731718,0.04093851132686084
0.21928130731967044,0.004178854993731718,0.04110032362459547
0.21925751988976194,0.004178854993731718,0.041423948220064725
0.2192451528603213,0.004178854993731718,0.04158576051779935
0.21924085776916513,0.004178854993731718,0.04223300970873786
0.2189457695602286,0.004178854993731718,0.04288025889967637
0.2189419325297265,0.004178854993731718,0.043042071197411005
0.21889389927597336,0.004211000032145039,0.043042071197411005
0.21888993408561697,0.02561959561541676,0.043042071197411005
0.21881555685376763,0.02561959561541676,0.043689320388349516
0.2187841640237147,0.02561959561541676,0.04401294498381877
0.21816119377128673,0.02561959561541676,0.04498381877022654
0.2181605031735736,0.02561959561541676,0.04546925566343042
0.21812773166687172,0.02561959561541676,0.045792880258899674
0.217976122866821,0.02561959561541676,0.04627831715210356
0.21790405987016292,0.02561959561541676,0.04660194174757282
0.21773767151738876,0.02561959561541676,0.0470873786407767
0.21753270226205146,0.02561959561541676,0.047411003236245954
0.2174774346725984,0.02561959561541676,0.04757281553398058
0.2174732297911589,0.02561959561541676,0.048058252427184464
0.21730772286000122,0.02561959561541676,0.04838187702265372
0.21727826278242246,0.02561959561541676,0.048705501618122975
0.21711882722615605,0.02561959561541676,0.04919093851132686
0.21710239072224635,0.02561959561541676,0.04951456310679612
0.21704654660282463,0.02561959561541676,0.05048543689320388
0.2169639743555828,0.02561959561541676,0.0511326860841424
0.21690324598652888,0.02561959561541676,0.05145631067961165
0.216754562870904,0.02561959561541676,0.051941747572815535
0.2166143812153416,0.02561959561541676,0.052588996763754045
0.21652967905393716,0.02561959561541676,0.05339805825242718
0.21647626034823375,0.02886624449516217,0.05339805825242718
0.216184355603821,0.02886624449516217,0.05372168284789644
0.21599567689299648,0.02886624449516217,0.05469255663430421
0.21590993777162903,0.02886624449516217,0.05533980582524272
0.21566377930323843,0.02886624449516217,0.05598705501618123
0.21563115355150464,0.02886624449516217,0.056472491909385115
0.21557178677700817,0.028898389533575493,0.057119741100323626
0.2154170106455051,0.028898389533575493,0.05776699029126214
0.21523598746310146,0.028898389533575493,0.05809061488673139
0.21521661701565753,0.028898389533575493,0.058737864077669906
0.21512656840154365,0.028898389533575493,0.05906148867313916
0.21500373201849365,0.028898389533575493,0.05938511326860842
0.2148120913641589,0.028898389533575493,0.06019417475728155
0.21389219036775065,0.028898389533575493,0.060841423948220064
0.21373662354709488,0.028898389533575493,0.061488673139158574
0.21247394720436363,0.028898389533575493,0.06181229773462783
0.2121714576688497,0.028898389533575493,0.06682847896440129
0.21158659699748517,0.028898389533575493,0.06779935275080906
