threshold,fpr,tpr
inf,0.0,0.0
0.24006484452737364,0.0006750458066797389,0.0
0.22866555540752542,0.0007714809219197017,0.0
0.22788654266167352,0.0008357709987463436,0.0
0.22755829798006533,0.0008679160371596644,0.0
0.22706620848151726,0.000996496190812948,0.0
0.22641060684429615,0.0010607862676395897,0.0
0.2260830277445528,0.0011250763444662316,0.0
0.22575559636851494,0.0011572213828795524,0.0
0.22559193605606664,0.0012858015365328362,0.0
0.2251011765211185,0.001382236651772799,0.0
0.22493766378253288,0.0014143816901861198,0.0
0.22444734676953226,0.0014786717670127617,0.0
0.2239346066976876,0.0015108168054260825,0.0
0.22342408467227082,0.0017679771127326496,0.0
0.22260877971933835,0.002346587804172426,0.0
0.222445829024561,0.002764473303545598,0.0
0.2121996591053651,0.002893053457198881,0.0
0.21015945549232373,0.003021633610852165,0.0
0.20983920494406283,0.0035038091870519786,0.0
0.1994328048331514,0.0037288244559452247,0.0
0.19927508039816477,0.0041145649169050755,0.0
0.16384342727546608,0.004725320646758173,0.0
0.16369372836405804,0.005046771030891382,0.0
0.16354406321025483,0.005753961875984441,0.0
0.16339443180644397,0.00604326722170433,0.0
0.16324483414501478,0.006814748143624032,0.0
0.148679940364279,0.006879038220450674,0.0
0.14019815138699665,0.007007618374103957,0.0
0.13968350563545628,0.0071040534893439195,0.0
0.13367434264413336,0.0071361985277572405,0.0
0.13365218984755722,0.007200488604583883,0.0
0.13341069126559513,0.007232633642997204,0.0
0.1315915519462999,0.007361213796650487,0.0
0.12162922354895522,0.0075862290655437335,0.0
0.12112780207391083,0.009739946639236234,0.0
0.10846427483842302,0.01031855733067601,0.0
0.10745391054500042,0.010382847407502652,0.0
0.10418809329700107,0.010607862676395899,0.0
0.1040724950768609,0.010607862676395899,0.00016181229773462783
0.10302259839157712,0.010800732906875823,0.00016181229773462783
0.10275882824657778,0.015558198592047318,0.00016181229773462783
0.10055263402213388,0.016072519206660453,0.00016181229773462783
0.10007663590180604,0.016136809283487093,0.00016181229773462783
0.09876442892990678,0.016458259667620302,0.00016181229773462783
0.09874862565840947,0.016522549744446946,0.00016181229773462783
0.09636781807398209,0.016747565013340193,0.00016181229773462783
0.09615668734168137,0.01957632839371243,0.00016181229773462783
0.09440006875953422,0.019929923816258962,0.00016181229773462783
